dimension,question_text,question_type,mapped_domains,mapped_streams,signal_strength,is_active,education_level,target_stream,sequence_order,option_1_text,option_2_text,option_3_text,option_4_text
work_style,"A first step could be mapping one traffic, housing, or public-space problem near you. How realistic does that feel for you?",mcq,CONST_ARCH|URBAN_PLANNING,,4,1,,,1343,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which design or site activity would help you explore Urban Planning?,mcq,CONST_ARCH|URBAN_PLANNING,,4,1,,,1344,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in buildings, spaces, structures, design, or site work in Real Estate?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1345,Not interested,A little interested,Interested,Very interested
interest,"Would planning, drawing, building, or improving real spaces in Real Estate feel exciting to you?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1346,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Real Estate because precision and practical design matter?,mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1347,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Real estate needs communication, market awareness, basic numbers, rules, and negotiation. How does that feel?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1348,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn property basics, pricing, documentation, customer handling, and local market research?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1349,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to real estate?,mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1350,Never,Only seen property ads,Helped compare prices or locations,Explored seriously
personality,"When a Real Estate plan, drawing, site issue, or design detail becomes complicated, how do you usually respond?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1351,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your planning, measurement, safety, or design thinking in Real Estate, what would you most likely do?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1352,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the precision, patience, and repeated refinement needed to grow in Real Estate?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1353,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Real estate work can involve clients, site visits, negotiation, documents, and follow-up. Does that suit you?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1354,Not at all,A little,Yes mostly,Yes definitely
work_style,"A first step could be comparing two properties by location, price, and purpose. How realistic does that feel for you?",mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1355,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which design or site activity would help you explore Real Estate?,mcq,CONST_ARCH|REAL_ESTATE,,4,1,,,1356,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in buildings, spaces, structures, design, or site work in Building Safety?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1357,Not interested,A little interested,Interested,Very interested
interest,"Would planning, drawing, building, or improving real spaces in Building Safety feel exciting to you?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1358,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Building Safety because precision and practical design matter?,mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1359,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Building safety needs rules, observation, practical science, and careful reporting. How manageable is that?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1360,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn safety checklists, inspection basics, risk spotting, and compliance records?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1361,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to building safety?,mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1362,Never,Only seen signs or rules,Checked safety issues in a place,Explored seriously
personality,"When a Building Safety plan, drawing, site issue, or design detail becomes complicated, how do you usually respond?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1363,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your planning, measurement, safety, or design thinking in Building Safety, what would you most likely do?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1364,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the precision, patience, and repeated refinement needed to grow in Building Safety?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1365,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can be detail-heavy, rule-based, practical, and responsibility-focused. Does that suit you?",mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1366,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be doing a simple safety checklist for a room or building. How realistic does that feel for you?,mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1367,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which design or site activity would help you explore Building Safety?,mcq,CONST_ARCH|BUILDING_SAFETY,,4,1,,,1368,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Logistics?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1369,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Logistics feel exciting to you?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1370,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Logistics?,mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1371,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Logistics needs planning, timing, coordination, and basic numbers. How manageable is that?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1372,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn shipment tracking, route planning, inventory basics, and coordination tools?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1373,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to logistics?,mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1374,Never,Only used deliveries,Helped move or organize goods,Explored seriously
personality,"When Logistics work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1375,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Logistics, what would you most likely do?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1376,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Logistics?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1377,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Logistics work can involve schedules, delays, people, and quick fixes. Does that suit you?",mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1378,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be mapping how one delivery reaches a customer. How realistic does that feel for you?,mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1379,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Logistics?,mcq,TRANSPORT_LOG|LOGISTICS,,4,1,,,1380,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Supply Chain Management?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1381,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Supply Chain Management feel exciting to you?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1382,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Supply Chain Management?,mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1383,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Supply chain work needs systems thinking, basic numbers, planning, and problem-solving. How does that feel?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1384,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn demand planning, inventory tracking, vendor coordination, and dashboards?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1385,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to supply chains?,mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1386,Never,Only heard about it,Helped manage stock or orders,Explored seriously
personality,"When Supply Chain Management work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1387,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Supply Chain Management, what would you most likely do?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1388,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Supply Chain Management?",mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1389,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,Supply chain work can involve many moving parts and practical trade-offs. Does that suit you?,mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1390,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be tracing one product from maker to buyer. How realistic does that feel for you?,mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1391,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Supply Chain Management?,mcq,TRANSPORT_LOG|SUPPLY_CHAIN,,4,1,,,1392,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Transportation Management?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1393,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Transportation Management feel exciting to you?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1394,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Transportation Management?,mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1395,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Transportation management needs planning, timing, map sense, and cost awareness. How manageable is that?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1396,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn route planning, fleet basics, safety rules, and transport documentation?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1397,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to transportation management?,mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1398,Never,Only planned personal travel,Helped coordinate transport,Explored seriously
personality,"When Transportation Management work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1399,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Transportation Management, what would you most likely do?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1400,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Transportation Management?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1401,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve schedules, people, vehicles, delays, and quick decisions. Does that fit you?",mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1402,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be planning the best route for a delivery or trip. How realistic does that feel for you?,mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1403,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Transportation Management?,mcq,TRANSPORT_LOG|TRANSPORTATION_MANAGEMENT,,4,1,,,1404,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Warehousing?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1405,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Warehousing feel exciting to you?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1406,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Warehousing?,mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1407,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Warehousing needs order, counting, safety, tools, and process thinking. How does that feel?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1408,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn inventory systems, barcode tools, storage planning, and dispatch checks?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1409,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to warehousing?,mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1410,Never,Only seen storage areas,Used lists or inventory tools,Explored seriously
personality,"When Warehousing work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1411,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Warehousing, what would you most likely do?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1412,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Warehousing?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1413,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Warehouse work can be practical, organized, safety-focused, and target-based. Does that suit you?",mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1414,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be organizing and tracking a small stock list. How realistic does that feel for you?,mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1415,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Warehousing?,mcq,TRANSPORT_LOG|WAREHOUSING,,4,1,,,1416,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Aviation?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1417,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Aviation feel exciting to you?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1418,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Aviation?,mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1419,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Aviation needs safety awareness, communication, technical curiosity, and discipline. How manageable is that?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1420,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn aviation rules, airport operations, aircraft basics, or safety procedures?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1421,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to aviation?,mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1422,Never,Only travelled by air,Visited or studied airport roles,Explored seriously
personality,"When Aviation work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1423,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Aviation, what would you most likely do?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1424,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Aviation?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1425,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Aviation work can involve strict rules, timing, safety, and teamwork. Does that suit you?",mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1426,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning different aviation roles and eligibility. How realistic does that feel for you?,mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1427,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Aviation?,mcq,TRANSPORT_LOG|AVIATION,,4,1,,,1428,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Maritime Transport?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1429,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Maritime Transport feel exciting to you?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1430,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Maritime Transport?,mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1431,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Maritime transport needs geography, safety, operations, and coordination. How does that feel?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1432,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn port processes, cargo handling, shipping documents, and safety basics?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1433,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to maritime transport?,mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1434,Never,Only heard about ports,Visited or studied cargo movement,Explored seriously
personality,"When Maritime Transport work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1435,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Maritime Transport, what would you most likely do?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1436,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Maritime Transport?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1437,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve ports, schedules, cargo, safety, and global movement. Does that suit you?",mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1438,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how cargo moves through a port. How realistic does that feel for you?,mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1439,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Maritime Transport?,mcq,TRANSPORT_LOG|MARITIME_TRANSPORT,,4,1,,,1440,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in movement, delivery, vehicles, routes, or operations in Rail Transport?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1441,Not interested,A little interested,Interested,Very interested
interest,"Would coordinating people, goods, timing, or safety in Rail Transport feel exciting to you?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1442,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how reliable systems and planning work in Rail Transport?,mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1443,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Rail transport needs systems thinking, timing, safety, and practical coordination. How manageable is that?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1444,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn rail operations, scheduling basics, safety rules, and passenger or cargo systems?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1445,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to rail transport?,mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1446,Never,Only travelled by train,Read or watched railway systems content,Explored seriously
personality,"When Rail Transport work involves delays, coordination issues, safety, or time pressure, how do you usually respond?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1447,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your planning, tracking, safety, or operational judgement in Rail Transport, what would you most likely do?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1448,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the reliability, discipline, and detail-checking needed to grow in Rail Transport?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1449,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Rail work can be rule-based, timing-focused, public-facing, and safety-heavy. Does that fit you?",mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1450,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how one train route or station process works. How realistic does that feel for you?,mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1451,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which planning or coordination activity would help you explore Rail Transport?,mcq,TRANSPORT_LOG|RAIL_TRANSPORT,,4,1,,,1452,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in machines, production, quality, maintenance, or industrial processes in Production Management?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1453,Not interested,A little interested,Interested,Very interested
interest,"Would improving how things are made, fixed, tested, or operated in Production Management feel exciting to you?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1454,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Production Management through hands-on practice and careful process thinking?,mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1455,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Production management needs planning, basic numbers, process thinking, and coordination. How manageable is that?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1456,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn production schedules, workflow charts, inventory basics, and team coordination?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1457,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to production management?,mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1458,Never,Only seen videos,Helped plan a process,Explored seriously
personality,"When Production Management work involves machines, processes, breakdowns, or repeated tasks, how do you usually respond?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1459,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your process, quality, safety, or troubleshooting in Production Management, what would you most likely do?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1460,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the discipline, precision, and steady hands-on practice needed to grow in Production Management?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1461,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve targets, machines, people, quality, and daily problem-solving. Does that suit you?",mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1462,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be mapping how one product is made step by step. How realistic does that feel for you?,mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1463,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which workshop or process activity would help you explore Production Management?,mcq,MANUF_PROD|PRODUCTION_MANAGEMENT,,4,1,,,1464,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in machines, production, quality, maintenance, or industrial processes in Quality Control?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1465,Not interested,A little interested,Interested,Very interested
interest,"Would improving how things are made, fixed, tested, or operated in Quality Control feel exciting to you?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1466,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Quality Control through hands-on practice and careful process thinking?,mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1467,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Quality control needs attention to detail, measurements, rules, and patience. How does that feel?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1468,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn inspection methods, checklists, testing tools, and quality reports?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1469,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to quality control?,mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1470,Never,Only heard about it,Tried a checklist or testing task,Explored seriously
personality,"When Quality Control work involves machines, processes, breakdowns, or repeated tasks, how do you usually respond?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1471,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your process, quality, safety, or troubleshooting in Quality Control, what would you most likely do?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1472,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
